age,tenure_months,monthly_price,watch_hours_week,sessions_week,support_tickets_90d,ads_seen_week,payment_failures_6m,days_since_last_login,recommendation_click_rate,content_completion_rate,avg_rating_given,plan_type,device_main,payment_method,autopay_enabled,student_discount,family_account,target
28,31,18.649449418652647,11.377506104749983,4,1,32,0,8,0.18243862771018485,0.31007383826344975,3.7936335467029676,premium,desktop,mobile_wallet,1,0,1,0
33,5,16.371874331382728,7.116134625585519,1,0,15,0,33,0.1495705800019087,0.534047912149537,3.989150746139718,standard,tv,card,1,0,0,0
58,11,15.968191099757378,3.4132035457001537,3,1,14,0,9,0.13944725477785108,0.6849119920586993,5.0,premium,mobile,card,0,0,0,0
49,30,23.193138649966308,3.5361179082182908,4,0,15,0,3,0.198074931219338,0.6994307387703899,2.6347032500985,premium,mobile,card,0,0,0,0
70,20,16.885196678069853,7.051311508340334,7,0,16,0,21,0.4772644802295855,0.43869179378856377,3.19846659495564,premium,desktop,card,1,0,0,0
36,6,19.791986750573574,6.165907705305247,3,3,13,0,44,0.4048168656781118,0.7368917023828219,3.6656188429972567,premium,tv,mobile_wallet,0,0,0,0
67,49,16.08173131024439,5.20890136159141,3,0,11,0,25,0.3535729134169292,0.4058711532239093,3.483741930892603,basic,tv,card,1,0,1,0
20,13,13.577345247953234,14.07658593936103,5,2,21,1,10,0.39087626935293524,0.5803736886747881,4.17154109953893,basic,desktop,bank_transfer,0,0,0,0
44,53,10.753450713422565,12.605836578294266,8,0,21,1,44,0.5212258323360541,0.6591013746182737,1.4856655176698257,premium,tv,paypal,1,1,0,0
60,11,15.955560511991127,14.334969044498473,8,0,13,2,27,0.39676969435296494,0.7924674574872137,4.224077054343791,standard,tv,bank_transfer,0,0,0,0
46,32,4.99,4.058148194392237,5,0,25,1,8,0.3384978386279044,0.6922219937580825,4.189432642058714,standard,tv,mobile_wallet,1,0,0,0
67,44,16.079868303564762,3.3960105446391466,11,0,12,0,41,0.16060997400195692,0.8485376938739099,2.81392437737652,basic,tablet,mobile_wallet,1,0,0,0
34,29,16.251593571979456,8.386910271307748,6,1,14,1,56,0.15856791018410413,0.32934986724886384,4.903577379812122,basic,tv,card,1,1,1,0
19,26,14.119729680611691,10.074895683227815,6,2,10,0,49,0.15223194042143737,0.7444747877795331,3.8255773879472312,standard,mobile,card,1,0,0,0
59,46,14.620534556298479,8.357585761415699,4,0,16,1,27,0.24635533890301287,0.417976757022231,3.494973506751813,standard,desktop,card,1,1,1,0
21,1,9.985321927763628,9.734228792095667,9,0,20,0,36,0.3957129364875461,0.8410235705520996,3.1313652992775345,standard,desktop,card,1,0,0,0
58,50,20.532414480282903,15.92527152056861,8,1,14,0,0,0.180020911151451,0.7610698236043748,4.047383087502546,basic,tablet,card,0,0,0,0
56,42,13.640996175561899,6.908053921452934,11,0,14,0,41,0.07737367512019663,0.6538801012484662,3.7120220994626445,basic,tv,paypal,1,0,1,0
62,46,11.101629014386532,12.03568855761812,7,0,15,0,15,0.3315433640348004,0.46185332996989525,3.850192173064942,premium,mobile,card,0,0,1,0
43,26,17.16864426093396,10.589826338016008,5,0,15,0,36,0.5312718076991194,0.5718680757818331,4.699023178467372,premium,tv,paypal,1,0,1,0
65,24,15.433024431161336,8.476607268729943,6,1,11,0,20,0.2582790223505179,0.4593724679681953,4.641652101522432,premium,mobile,card,1,0,0,0
27,35,13.556660861889636,11.80518255428569,6,0,16,0,14,0.5276553098044457,0.7184728165360208,4.306444214449239,basic,tv,card,1,0,0,0
41,39,13.133866537890238,4.160226966173349,6,1,24,0,42,0.047270610446509286,0.8765450089383364,3.625285669856794,standard,mobile,paypal,0,1,0,0
24,56,14.967445229034753,3.1546314169658665,5,1,12,1,29,0.3518161167267428,0.3147897740469857,3.769257704979684,standard,tv,paypal,1,0,0,0
58,52,20.373263882141462,10.16435041911173,6,1,17,0,13,0.15439491817872528,0.5630301609243333,4.966810738238773,basic,tablet,paypal,1,0,0,0
55,4,16.868185641946173,0.0,4,0,16,0,45,0.20030744340338597,0.6619435583943795,3.064793750401195,basic,tablet,mobile_wallet,1,0,1,0
60,10,14.852366877970043,10.55770870748986,4,0,14,2,15,0.220638027218068,0.3752336201209647,1.852550250693659,standard,mobile,mobile_wallet,1,0,0,0
58,57,18.399735502884962,2.3591643954485235,5,2,23,0,19,0.3213435320526628,0.6497618769860459,3.902561562460514,standard,tv,card,1,0,0,0
34,24,15.100127564512968,15.589646932431545,4,1,21,1,6,0.018179056350484852,0.7218495763843269,4.162188169941441,premium,mobile,bank_transfer,1,1,0,0
21,35,16.5962091033414,6.018671801929945,5,1,21,1,50,0.2874772435344662,0.7201804224238816,3.651426025050114,basic,tv,card,1,0,1,0
67,4,15.594510927946681,15.26615558943001,8,1,21,0,56,0.14973035988911446,0.45161254041308074,2.7404271011812966,premium,mobile,card,0,0,0,0
44,7,17.349121672055382,6.945907058473056,11,1,10,2,44,0.2847760267061078,0.41151434436546536,4.015582437333891,standard,tv,card,1,0,0,0
23,25,13.21342330317225,6.732300811408928,7,1,16,1,27,0.2173442856650928,0.8448567977750637,2.5035219262314437,standard,mobile,paypal,1,0,1,0
67,44,10.432628545749697,12.329586797624724,4,0,23,0,4,0.2610513837731964,0.6884451145207865,5.0,basic,mobile,mobile_wallet,1,1,0,0
70,47,18.61739260165919,9.464836879434923,4,0,16,0,59,0.362941323158779,0.6584092962466229,3.792876692091422,basic,desktop,card,0,1,0,1
41,54,21.009713271251854,7.666494823393648,8,1,14,0,22,0.15587944502852183,0.7986001395389034,3.0123901943600737,basic,tablet,paypal,1,0,0,0
58,12,10.622475664961211,5.979482588720285,8,2,16,0,16,0.3226112676409368,0.7303070679680328,4.253759242999927,standard,tv,paypal,0,0,0,0
19,13,15.707166696586278,6.027281428630992,5,1,16,1,10,0.4673635776493902,0.7133951322204547,4.60640281204064,standard,mobile,bank_transfer,1,0,0,0
22,33,13.194519242782889,19.787686165891497,7,1,16,1,43,0.3711571117093785,0.45573919321572004,3.903566695243925,standard,mobile,card,1,0,1,0
32,33,18.52351476800305,0.0,8,2,15,0,4,0.15447059586330883,0.761543258933048,3.633883428062023,premium,mobile,card,1,0,0,0
52,3,15.976582939313534,1.987347803396836,8,1,19,0,20,0.2527982974196942,0.5336482326747006,4.456940306821155,standard,tv,paypal,1,0,0,0
25,27,28.29988914571978,13.884424826663407,8,0,12,0,12,0.320124864988676,0.5587741057570544,4.170538434091751,basic,tv,paypal,1,0,0,0
19,54,13.78426605875796,13.50932507218884,3,3,15,0,60,0.3650258169842676,0.3764363775827217,3.5944611980039567,basic,mobile,paypal,1,0,0,0
53,10,21.13916934790052,3.3874979600556268,6,0,15,0,31,0.48596052687482516,0.5271397186431227,2.663910507777709,standard,tablet,paypal,1,0,0,0
58,50,21.528522581404538,0.0,4,0,11,0,9,0.41400154709907055,0.5422387717197528,4.838364135762333,standard,tv,bank_transfer,1,0,0,0
57,27,17.124389836200255,14.361638599686005,9,1,20,0,16,0.22468264770057983,0.8092438503126143,4.18272742434093,basic,mobile,card,1,0,0,0
60,32,15.138333277512778,2.7660184520005853,5,3,22,0,57,0.2543142137058664,0.6390604733691826,3.7744838644805094,basic,mobile,mobile_wallet,0,1,0,0
60,39,15.369350789960116,5.5444573144422975,9,0,15,1,56,0.41738059003045613,0.46846063402819915,2.209479495905832,standard,mobile,card,1,0,0,0
49,43,15.030819408422635,8.480602675114294,5,2,14,1,51,0.2273573182057887,0.7516179001054338,3.9847880323209117,premium,desktop,card,0,0,0,0
45,39,19.523198849652566,2.63696302481641,6,0,17,0,11,0.37796220104717637,0.8346284842760657,3.885462284228014,basic,mobile,card,1,0,0,0
63,7,11.499454811689162,12.622167715878346,7,0,20,0,23,0.11716520527021539,0.7466394606930054,3.3014739769600894,standard,desktop,card,1,0,0,0
36,18,14.346064107688418,8.104658668753967,7,0,22,1,4,0.5293292567796515,0.40621344539374743,3.039806303914151,standard,mobile,mobile_wallet,1,1,0,0
23,51,13.861256169105964,3.589826454306886,13,0,18,0,32,0.37546227794413295,0.6187421507574813,3.3669441888909413,premium,mobile,paypal,1,0,0,0
57,3,8.08522231550416,4.0303819555415,8,1,14,0,31,0.6421423270617592,0.7368412737310267,3.8644559414758435,premium,mobile,card,1,1,0,0
32,43,18.425659639049645,14.484891392942702,9,0,20,0,50,0.1575818997684498,0.45328838288346035,3.956890414365829,standard,tv,card,1,0,0,0
69,32,19.24167752557336,6.606230951059596,8,0,16,0,33,0.20069590146468397,0.24030170645495144,2.340436076772418,basic,mobile,card,1,0,0,0
39,8,12.453126265753735,11.07235722163433,6,1,15,0,15,0.41007512869190044,0.2797902987334433,2.4912528832153065,standard,mobile,card,0,0,0,0
63,8,19.11052982661898,7.950080749302306,5,1,21,0,48,0.3334829010318124,0.497829727045812,5.0,basic,mobile,card,1,0,1,0
20,59,8.65536911585086,0.0,6,0,12,0,22,0.15694675695877536,0.794447968198934,3.892330719425368,basic,tv,mobile_wallet,1,1,0,0
52,2,15.08581801280974,11.734220165932841,5,0,11,1,19,0.11854536284838073,0.8341646750854901,4.8909060054030595,standard,mobile,mobile_wallet,0,0,1,0
41,2,14.484966117245115,13.369242908999901,8,0,27,1,51,0.2302657474079421,0.5688120855205717,3.4793771563981384,basic,tv,paypal,1,0,1,1
42,2,15.34099483359837,17.212156741017864,5,1,21,0,60,0.19868973414042215,0.4510919821728509,5.0,standard,mobile,bank_transfer,1,0,0,0
32,38,15.320180681008384,0.0,2,0,17,0,24,0.2734975747390788,0.3142406876757887,2.569466302634126,premium,mobile,card,0,0,0,1
69,56,14.681833347114354,0.0,7,1,17,0,38,0.5676623949644888,0.622808540088256,4.370452048052337,premium,mobile,paypal,1,1,0,0
38,11,13.438908338335887,11.195416856858273,4,1,16,0,17,0.21302892417918182,0.506826225357534,3.500542276666364,basic,tv,card,1,0,0,0
63,48,14.555176126168941,5.003384635824775,6,0,24,0,25,0.3074963616395726,0.6129144390295812,3.719786220909057,premium,desktop,card,0,0,0,0
40,44,20.44288495640566,0.8499616552461511,9,0,26,0,2,0.08986706570819582,0.5181560177543381,2.5873336203080104,standard,tablet,paypal,0,0,0,0
20,14,12.675124200364394,8.537655242259683,6,1,18,0,18,0.22348335204362496,0.4960546262813463,2.406318146926467,standard,mobile,bank_transfer,0,1,0,0
64,5,24.011360052745868,5.753492822457241,7,0,32,0,19,0.185673941355951,0.1790100044086566,3.709972956432446,basic,mobile,card,1,1,0,0
27,30,12.449342189147028,1.619048890359041,5,1,17,1,29,0.18202370656481415,0.8086303973568774,3.79278452758544,standard,desktop,bank_transfer,1,0,0,0
32,5,15.950236867667654,7.586030776791215,8,0,18,1,32,0.3319437790304056,0.6863159525214924,1.4962759028032808,standard,tv,card,0,0,0,0
63,7,17.274826012679586,10.832511207170247,8,2,16,0,34,0.6226323940244083,0.4101044939021022,3.078895892549115,basic,mobile,card,0,0,1,0
65,28,13.822976378586228,8.874647528158304,3,0,19,1,33,0.020954917024331665,0.7246341116309859,4.0558844285790325,standard,tablet,card,1,1,0,0
66,49,20.519452849804146,8.91254018212377,6,0,11,0,6,0.23357989221495204,0.3450363073765727,2.6347805472172308,standard,tv,card,1,0,0,0
40,60,17.17084713351202,10.217128283642406,5,2,27,0,25,0.247502383356435,0.6598040739852387,4.6410757132941365,premium,mobile,card,0,1,1,0
58,38,14.170390563664228,0.0,7,1,13,0,57,0.49985307140754054,0.4816245031503223,4.711037437410122,standard,tv,paypal,1,0,1,0
35,17,20.475059092179258,7.7435150198442395,8,2,22,0,20,0.17433553008015848,0.5729377723448051,4.085421633082886,standard,mobile,card,1,0,0,0
57,20,10.928032877927096,9.199794661470625,3,1,20,0,15,0.04340745535473904,0.5186301137328294,3.6351488905033005,standard,desktop,card,0,0,1,0
44,37,12.72806592185938,6.110299215520178,6,1,22,0,45,0.28378490409443063,0.7407809193419912,4.476685623410244,standard,mobile,paypal,0,0,0,0
20,11,17.24028172771097,3.8528424986991814,10,1,19,2,0,0.414047579805005,0.45495852942854914,5.0,standard,tv,card,1,1,0,0
40,32,18.19586570165814,4.2691029448789966,5,1,27,0,38,0.1402686358788994,0.4820713434676528,4.342208286423421,standard,mobile,card,1,0,1,0
42,47,16.280487540621806,6.5330556153740265,5,0,8,0,11,0.39480058702998927,0.36831104385841207,4.2651319969526105,standard,mobile,mobile_wallet,1,1,0,0
31,51,14.481230711372866,12.571915075196262,7,1,22,0,10,0.31394200343865186,0.5597285647340154,4.678446171336423,premium,desktop,card,1,0,1,0
37,4,13.984223728228484,15.636109802014214,2,1,20,1,41,0.23296614592635978,0.5504167865572378,2.75667711734296,standard,tv,card,1,0,0,0
44,18,19.515603703901554,14.617253956733483,5,3,16,2,48,0.7613716540263145,0.6850526824981747,4.365468606684204,basic,desktop,card,1,0,0,0
20,16,15.951578598144959,0.19629684345668252,7,2,15,0,14,0.5847769776622386,0.46330005483328446,4.224882773145216,standard,tv,card,1,0,1,0
26,34,11.501044910397194,3.3034238967897567,10,0,16,0,26,0.16113471958267203,0.4753571075732649,4.560432210683143,basic,mobile,card,1,0,0,0
58,12,11.270390547219634,11.28731537800261,8,2,13,0,18,0.04945517488970174,0.4162840819118481,4.386417082713268,basic,tv,bank_transfer,1,0,1,0
36,58,21.043845250375714,14.503619134501688,8,0,19,0,52,0.35349834223985993,0.7740369769891905,4.003170843824773,standard,mobile,card,1,1,0,0
50,56,12.11495355204495,3.165941622767389,7,0,16,1,35,0.2812996963435121,0.5136672805083803,4.194547925679058,premium,mobile,card,1,1,0,0
47,20,16.080924268339253,8.91636150438491,4,0,22,2,60,0.743263599146891,0.4524206818444748,4.465670858379688,basic,mobile,mobile_wallet,1,0,0,0
47,25,20.393625738948266,2.34070234732957,5,0,21,0,24,0.4853026410315103,0.906567193026156,3.5714401923399772,standard,mobile,bank_transfer,1,1,0,0
39,27,17.158429163117972,9.382444359484817,7,1,16,1,44,0.24484214592746667,0.44292694549992445,3.1713993242572345,standard,mobile,card,0,0,1,0
43,3,11.959430369319664,4.78275356147836,2,2,19,0,17,0.15285910694565966,0.8360664383086541,3.933566563600105,standard,tablet,card,0,0,0,0
61,54,10.927223619265138,8.914611000534,4,0,29,0,41,0.07556157835044185,0.6321130231924771,3.5187802787725437,basic,tv,card,1,0,0,0
69,47,22.46955389138544,1.9409837770573422,8,1,15,0,25,0.3349755462561808,0.443858167779205,3.9472202792938345,basic,desktop,card,1,1,0,0
31,20,10.82534163225605,0.0,12,0,18,1,48,0.3752179055168329,0.6206152329280893,4.503815971026967,basic,mobile,mobile_wallet,1,0,1,0
53,33,12.77692306439504,23.491408309449756,2,0,19,0,11,0.091693839804718,0.5899352062368999,3.5409830269089535,standard,desktop,card,0,0,1,0
69,23,16.480014554471456,8.346705455421066,7,1,19,1,35,0.28957134676043006,0.4079119048157274,3.9803466371245433,basic,desktop,mobile_wallet,1,0,0,1
18,14,14.114486203694057,18.67355506665348,5,5,20,0,46,0.4877960645901479,0.7663113455630869,2.2322391149450764,basic,mobile,paypal,1,0,1,0
59,19,17.285220819582484,15.545247919532876,8,0,9,0,8,0.2534777383373946,0.7271592198666819,4.105181911363491,standard,desktop,card,1,1,0,0
44,7,9.118911498301891,0.0,4,2,23,2,37,0.04186494603407546,0.5907566059311369,2.966416908025993,standard,mobile,paypal,1,0,0,1
69,49,14.148402464374405,9.808922705798638,6,1,19,0,48,0.4433000165737171,0.5201875445105565,3.9933830107409403,premium,desktop,mobile_wallet,1,0,0,0
48,40,17.700754989370207,1.5276150530993453,3,0,13,0,1,0.210938780796812,0.5891759824279742,3.1704552415519487,basic,mobile,card,1,1,0,0
62,56,17.714292308069226,6.519007755888772,4,0,20,0,6,0.11546001384048205,0.5883270835279382,3.6925895996398177,standard,desktop,paypal,0,0,1,0
26,1,12.700186894783894,0.0,7,1,21,0,20,0.41024639228416865,0.8075461917079283,3.3181241761390314,standard,tv,card,1,1,0,0
25,38,10.903159821608666,0.12886888859887957,2,0,31,1,12,0.3586104473762994,0.7306806221000848,4.620561423484248,standard,tv,card,1,0,1,0
67,34,15.844852429675495,3.726049631087042,4,1,13,1,2,0.06347213420360667,0.8035129992067778,3.0593581116446438,premium,desktop,paypal,0,1,0,0
45,38,9.740149417503819,5.271267456136986,8,1,24,0,33,0.15738709298774137,0.15685244040492435,4.315934305458343,basic,tv,bank_transfer,1,1,0,0
47,60,20.12708238385563,8.194135482957922,9,1,18,0,19,0.23838547296157336,0.3089528777054131,3.4848197945828465,basic,mobile,card,1,0,0,0
27,24,15.619635056963848,2.8190570270761786,3,1,16,1,58,0.28057645257225805,0.5654479452115208,4.515846403338271,standard,tv,card,1,1,0,1
30,9,12.202753695112131,8.74654187515166,9,1,14,0,59,0.5459772921098346,0.26216753479431487,3.80434370215558,standard,desktop,card,1,0,0,0
61,1,10.771994370455626,13.678825054859242,11,0,18,0,50,0.12891313355239903,0.6760040203521762,3.2744666017845567,standard,mobile,card,1,0,0,0
34,30,12.457773336830508,9.369449836596523,7,2,24,0,21,0.3142715348984315,0.5753013213562594,4.459853350219767,basic,desktop,card,0,0,0,0
48,11,8.742275729289032,7.663386488449279,5,0,21,0,2,0.15045856283903306,0.5650377089969248,4.304398638616444,basic,tv,paypal,0,1,0,0
34,9,16.969116280819925,9.708143015989767,4,0,22,0,49,0.09008920028500188,0.3372532812212137,3.2734468400860623,basic,tablet,card,1,0,0,0
31,9,11.778613636184227,0.825090225495698,4,1,15,0,48,0.1521930863342258,0.4570581613658959,4.785053911939489,standard,tv,paypal,0,0,0,0
26,17,16.58868704702425,12.760035327432329,6,0,17,1,31,0.3513365834559782,0.5938430303862899,5.0,basic,desktop,card,1,0,0,0
67,7,17.140182869849497,2.011840690949664,4,1,16,0,59,0.14569551745020476,0.6442980676456808,3.3815311018013245,standard,tablet,mobile_wallet,1,0,0,0
67,30,18.85398892753127,15.759314852925126,7,0,21,0,15,0.12153974422026143,0.6769500835767107,3.9245593276205395,standard,desktop,mobile_wallet,0,0,0,0
24,40,15.997390387979554,11.853766037839222,6,0,17,0,2,0.137829106448425,0.8880827897642466,4.883232692967637,standard,tv,card,1,0,0,0
36,18,19.490937484654033,10.782810209705998,4,0,19,0,6,0.3249480852091629,0.5308370505766904,3.309879304719669,standard,mobile,card,1,1,0,0
47,9,20.534441738959053,11.00049012194702,4,2,20,1,15,0.07218151140460366,0.23680859358844925,3.635519160738924,basic,desktop,paypal,0,1,1,0
38,35,16.022860681959948,7.990541068284199,2,1,20,1,45,0.17119002500136274,0.9534102233690466,4.008626853408604,basic,desktop,card,1,0,0,0
56,6,16.26410629956784,4.068073352793189,4,2,15,0,27,0.1447541246017344,0.8194091357026969,3.868798642329166,basic,desktop,card,1,0,1,0
31,45,12.760104804205875,3.2911148198201694,8,1,22,0,47,0.43885270027659257,0.2554494131610184,4.65808178341954,premium,mobile,paypal,1,0,1,0
21,23,11.039501197763958,16.75695965966944,6,2,21,0,10,0.2565155258326543,0.25962017233321516,3.9614357186645406,premium,mobile,card,1,0,0,0
35,25,20.118298037244426,8.516519789732435,7,2,14,0,40,0.33015084310675663,0.3286271649711415,4.2338710012789615,basic,desktop,mobile_wallet,0,0,0,0
49,15,17.41297484975876,2.425355147291265,4,0,13,1,43,0.09949056738542894,0.2783033161843731,3.549843900539017,standard,tv,card,1,0,0,0
27,17,17.737316224996114,10.583556709954564,2,0,11,0,22,0.30767410398019396,0.7703862958235658,4.500643638233838,standard,mobile,card,0,0,0,0
61,9,12.627161572938038,9.71441704341576,7,1,19,1,27,0.3278910845815711,0.6209617070371078,3.7800119107347276,standard,mobile,mobile_wallet,1,0,0,1
18,34,21.48568601444897,6.35330309524883,5,1,18,0,13,0.20341433174570553,0.7944643741268315,4.552378992439991,standard,mobile,card,1,0,0,0
21,9,14.07554430198121,3.509885790086976,8,1,21,0,15,0.4353600001317823,0.28325018969471005,3.5198512950918466,basic,mobile,bank_transfer,1,0,0,0
44,41,11.78263714872531,11.677796582004419,7,1,18,1,22,0.1610726186830069,0.6583576370463016,1.7750054591260813,basic,mobile,card,1,0,1,0
45,16,12.69530349921397,12.730236041661698,4,1,17,1,24,0.44451726419907506,0.7385866010960591,3.497962249904049,standard,mobile,card,0,1,0,0
33,34,21.274766466876958,9.611983402134474,8,0,15,0,11,0.04582070960204793,0.5513445378738889,3.885192508753206,basic,tv,paypal,1,0,1,0
31,33,10.545809495960821,8.35771762558336,4,1,23,0,27,0.11643665878986503,0.6005963142596514,5.0,basic,tv,paypal,1,1,0,0
21,39,11.985509959775355,4.088048647808154,5,1,18,0,30,0.42828155043134114,0.6360753159066969,5.0,standard,tv,card,0,0,0,0
53,46,26.58403727439149,10.399199241533658,6,2,17,0,33,0.45130025555659414,0.432068239722676,2.845810909853411,standard,mobile,card,1,0,0,0
38,34,18.754150945299497,4.826537277537439,9,2,18,0,60,0.28745234662102415,0.7180935849256265,4.087789091992149,standard,mobile,card,1,1,1,0
24,52,12.05777661829915,1.6376341335652729,3,0,17,0,32,0.6732781077850267,0.831289331764107,2.6255276927128626,standard,mobile,card,1,0,1,0
39,16,10.66421056528483,13.627984310043171,3,1,14,0,34,0.24549675417810646,0.39059905469955686,3.640372217469863,standard,tv,paypal,1,0,1,0
67,46,8.299211226607788,2.8504991512350664,12,0,21,0,3,0.3469425961377838,0.3498312240095506,5.0,standard,mobile,card,1,0,0,0
31,21,15.378456584886177,0.0,11,0,14,1,49,0.10593012900726896,0.583991317110093,2.349926724500202,standard,tablet,card,1,0,0,0
65,38,17.90208141782192,14.545076793604384,7,0,13,0,2,0.23373999825160996,0.4480892672769317,2.885744308608182,basic,tv,bank_transfer,0,0,0,0
31,30,21.065192839603863,0.0,3,2,18,1,18,0.06313335735133713,0.7175696187977848,2.348350747528343,basic,desktop,card,1,1,0,0
27,55,7.414065675346252,6.051302513768764,8,3,18,1,54,0.3545991568070316,0.8537982225394846,2.4516407546638437,basic,desktop,mobile_wallet,0,0,0,0
31,17,9.688473989708928,2.521927152691961,4,1,22,0,10,0.08450518700418128,0.31405920818938077,4.553631113493448,standard,tv,card,1,0,0,0
35,32,14.511797689732505,4.380999781396403,5,0,10,1,51,0.48607434358550194,0.41132034948035073,4.355880691208624,premium,mobile,card,0,0,1,0
24,10,26.140680223436277,19.120352771932165,4,1,21,0,23,0.22888112980930272,0.3989673552132601,2.9471380308536066,standard,tv,bank_transfer,1,0,1,0
49,39,18.533610009590017,7.4921783408965705,7,2,17,1,22,0.17808624453138655,0.7520022997286321,3.4610091029500945,basic,mobile,card,1,1,0,0
35,3,16.481199095020305,9.79952527671546,5,1,18,0,22,0.3615825273422734,0.48236874378327194,4.481636718279904,standard,tv,paypal,0,0,1,0
56,25,10.090305637893788,11.952439871015315,7,2,13,0,1,0.318026695512444,0.7233033197400589,3.3020165554482683,basic,desktop,card,1,0,0,0
44,1,6.510058803605062,4.765881671734086,5,4,9,0,51,0.3231612529117063,0.6861937066098488,3.789736595742384,basic,tv,bank_transfer,1,0,0,0
41,20,15.145398742362072,13.375701048874893,2,2,25,1,21,0.05480623117994304,0.7585813318715513,2.484122495692338,basic,tablet,paypal,0,0,0,1
42,30,14.592522043378997,9.880046089159373,6,0,18,1,9,0.1044499550342094,0.644162256083212,3.4226909776786996,premium,desktop,mobile_wallet,1,0,1,0
26,20,13.918769917794918,11.769017085918959,5,1,19,0,7,0.21576638654066313,0.6730209177469055,4.563684614468553,basic,tablet,paypal,1,0,0,0
55,24,13.468265329402174,4.376175206325902,4,0,19,0,17,0.25343026907784705,0.6020817382049906,3.9486543579101583,standard,mobile,card,1,1,0,0
23,9,11.996583918240807,10.219951659496008,4,1,13,0,37,0.17131076992536687,0.7800718874454364,3.51375793209676,premium,tv,mobile_wallet,0,0,1,0
56,43,11.079431491858312,7.955302467338359,7,0,20,1,45,0.04819245441079089,0.43177396239732746,3.4298099649033977,basic,desktop,card,0,0,0,0
70,48,20.54803119291266,13.648765072537891,3,1,21,0,20,0.20867080262758253,0.43400705562091113,5.0,standard,mobile,paypal,1,0,0,0
58,28,11.44388681393851,5.298321482242965,3,1,20,1,21,0.35686946305093276,0.8468081472193167,3.3930597370513516,basic,tv,bank_transfer,1,0,0,0
42,4,13.88540776492656,18.16107727728284,8,4,15,0,39,0.1284280587323175,0.6298870751866125,2.484865622182231,standard,mobile,mobile_wallet,1,0,0,0
34,4,14.833687577135333,9.693615560599891,7,1,20,1,0,0.43676222230269757,0.8609752138883904,3.880500334868937,premium,mobile,card,0,0,0,0
64,41,17.815121340125177,7.373910676299493,6,2,14,0,60,0.11693294792876868,0.4821266124319382,4.80995695135622,basic,mobile,card,0,0,0,0
31,56,11.582678635214489,6.78903896138319,6,0,17,0,18,0.13593097743502675,0.6796049926295221,4.220353166496481,standard,tv,card,0,0,0,0
43,52,18.902272086001094,7.965774586149261,7,1,12,1,29,0.14609412729017274,0.9311515848524583,4.442255567835911,basic,mobile,card,1,0,0,0
58,25,12.671334553786886,4.8566978468153,8,1,13,0,15,0.1270049674154035,0.44132077921104,4.306679726222448,premium,mobile,card,1,0,0,0
66,30,14.342411322974339,11.333577404659113,4,1,14,0,42,0.07600423702271085,0.7279419289852813,4.115829048606052,standard,tv,card,1,0,1,0
66,10,21.56239434263928,7.940424583035383,3,1,11,0,3,0.0036177665153550934,0.22206027747860071,4.3445471558026565,standard,mobile,card,0,0,0,0
22,5,11.113089147605326,17.718056080581256,2,0,13,0,54,0.407070306788055,0.5711812441673458,4.5295048137595675,standard,tablet,paypal,1,0,0,0
65,46,17.8736188497627,5.833389057211736,4,0,14,0,17,0.2891963032788297,0.610898806167187,3.6346752315408812,premium,mobile,card,1,0,0,0
24,26,19.0084434722382,7.396768692148438,5,2,14,0,38,0.2355183512071587,0.5935813001753668,3.7285985888408315,standard,mobile,paypal,1,0,0,0
48,30,16.2295912089613,5.828446126953644,4,0,11,2,46,0.6195488044828426,0.5636401270421437,2.029478371457346,standard,desktop,paypal,1,0,0,0
67,21,14.519876711259306,17.34521202117231,8,1,22,0,11,0.2556308806733529,0.16391633162458144,4.780190312027943,standard,desktop,card,1,0,0,0
52,19,23.49281614032867,0.771349542046817,5,1,25,0,56,0.15719027863069177,0.30217434772203,2.103162893663449,basic,tv,card,1,1,0,1
68,60,14.934618422322574,8.468204187487405,8,0,17,1,14,0.22259161691491652,0.3569413756717098,3.464152075112305,basic,mobile,card,1,0,0,0
36,49,15.80631000013121,9.564916238241207,4,1,8,0,59,0.49826399867634613,0.3532675355585533,2.8351820950542597,standard,mobile,card,1,0,0,0
34,42,13.643892904489887,2.3598862131335645,5,1,18,0,49,0.6987763970689829,0.43799250817366403,4.3170455102811855,basic,tablet,mobile_wallet,0,0,1,0
35,24,15.594327429518883,21.215934564799618,5,2,16,0,38,0.1845899792789174,0.6713002735477145,4.0519360832806255,standard,tv,paypal,1,1,0,0
36,44,18.846471914825816,3.347173794781326,9,0,23,0,20,0.10022163435578735,0.3911279374956994,4.264984449681557,standard,tv,card,1,0,0,0
54,21,13.88877863635529,8.167617292620147,6,0,14,0,51,0.21562078406915872,0.6332595486345071,2.5931766672681906,standard,desktop,card,1,0,0,0
41,31,6.555878154945102,16.420140926194808,11,0,23,1,46,0.2282043455410345,0.7518454186034532,3.205958337612018,standard,tv,paypal,1,0,0,0
57,9,17.044280731267282,6.124671552961823,6,0,18,0,4,0.35407199820358315,0.4963320435703587,3.550897497916901,premium,desktop,card,1,0,0,0
40,43,10.676662235564745,8.718140740058297,6,2,25,0,58,0.1143201460257849,0.679583726790601,5.0,standard,desktop,mobile_wallet,1,0,0,0
34,4,17.95750576783669,6.276130708951762,7,0,17,1,16,0.16577606271091735,0.46854973163643365,5.0,basic,tablet,card,1,0,1,0
28,44,14.984701073093186,7.733596223852927,4,3,22,0,44,0.12780264750908274,0.29570838418812756,4.427739352628465,standard,tablet,paypal,0,0,0,1
